affiliation_no,school_code,name,address,district,state,country,pincode,pincode_source,level,affiliated_from,affiliated_to,school_type,medium,gender,year_founded,managing_trust,website,source_url,captured_on
1000067,54131,PM SHRI KENDRIYA VIDYALAYA,MORENA MADHYA PRADESH,MORENA,MADHYA PRADESH,India,467001,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://www.murena.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000067,2026-08-25
1000068,54069,PM SHRI KENDRIYA VIDYALAYA,LAHAR ROAD NEAR ITI CAMPUS BHIND MADHYA PRADESH,BHIND,MADHYA PRADESH,India,477001,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://bhind.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000068,2026-08-25
1000069,54117,PM SHRI KENDRIYA VIDYALAYA NO TWO SAGAR,"PT. DEENDAYAL NAGAR, MAKRONIA, SAGAR MADHYA PRADESH",SAGAR,MADHYA PRADESH,India,470001,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://no2sagar.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000069,2026-08-25
100007,59303,PM SHRI KENDRIYA VIDYALAYA NO.1,RAMNAGAR AREA TIRUPATI ANDHRA PRADESH,CHITTOOR,ANDHRA PRADESH,India,517507,board,Senior Secondary Level,2024-04-01,2029-03-31T00:00:00.000Z,KV,ENGLISH,CO-EDUCATIONAL,1965,KENDRIYA VIDYALAYA SANGATHAN,https://no1tirupati.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/100007,2026-08-25
1000070,54132,KENDRIYA VIDYALAYA,NHDC NARMADA NAGAR KHANDWA DISTT MADHYA PRADESH,KHANDWA,MADHYA PRADESH,India,450119,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://www.narmadanagar.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000070,2026-08-25
1000071,54104,PM SHRI KENDRIYA VIDYALAYA (RAILWAY),NEW KATNI JUNCTION KATNI MADHYA PRADESH,KATNI,MADHYA PRADESH,India,483501,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://no.2katni.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000071,2026-08-25
1000072,54133,PM SHRI KENDRIYA VIDYALAYA,RISHYANAND NAGAR MANDSAUR MADHYA PRADESH,MANDSAUR,MADHYA PRADESH,India,458001,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://mandsaur.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000072,2026-08-25
1000073,54134,PM SHRI KENDRIYA VIDYALAYA NO 3,DANISH NAGAR HOSHANGABAD ROAD BHOPAL MADHYA PRADESH,BHOPAL,MADHYA PRADESH,India,462026,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://no3bhopal.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000073,2026-08-25
1000074,54135,PM SHRI KENDRIYA VIDYALAYA,"BHAIRAV DUNGRI, LALGHATI, A.B. ROAD, SHAJAPUR, M.P. - 465001",SHAJAPUR,MADHYA PRADESH,India,465001,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://www.shajapur.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000074,2026-08-25
1000075,54136,PM SHRI KENDRIYA VIDYALAYA,SANCHI ROAD VIDISHA MADHYA PRADESH,VIDISHA,MADHYA PRADESH,India,464001,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://vidisha.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000075,2026-08-25
1000076,54137,PM SHRI KENDRIYA VIDYALAYA NO. 2,"CIVIL LINES REWA, MP",REWA,MADHYA PRADESH,India,486001,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://no2rewa.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000076,2026-08-25
1000077,54138,PM SHRI KENDRIYA VIDYALAYA,"DINDORI ROAD, MANDLA, MADHYA PRADESH",MANDLA,MADHYA PRADESH,India,481661,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,K V S,https://mandla.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000077,2026-08-25
1000078,54140,PM SHRI KENDRIYA VIDYALAYA,"PIPRAI ROAD, MUNGAOLI, DISTT. ASHOK NAGAR, MADHYA PRADESH",ASHOKNAGAR,MADHYA PRADESH,India,473443,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,K V S,https://mungaoli.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000078,2026-08-25
1000079,54139,PM SHRI KENDRIYA VIDYALAYA NO.3,"NEAR KISHOR NYAYALAYA RAJGHAT ROAD, TILLI SAGAR, MP-470001",SAGAR,MADHYA PRADESH,India,470002,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,K V S,http://www.no3sagar.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000079,2026-08-25
100008,59308,PM SHRI KENDRIYA VIDYALAYA,MALKAPURAM GANDHIGRAM PO NAUSENABAGH VISAKHAPATNAM ANDHRA PRADESH,VISAKHAPATNAM,ANDHRA PRADESH,India,530005,board,Senior Secondary Level,2024-04-01,2029-03-31T00:00:00.000Z,KV,ENGLISH,CO-EDUCATIONAL,1966,KENDRIYA VIDYALAYA SANGATHAN,http://www.malkapuram.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/100008,2026-08-25
1000080,54141,PM SHRI KENDRIYA VIDYALAYA,"OLD TEHSIL BHAWAN, CIVIL LINES, DINDORI,MADHYA PRADESH",DINDORI,MADHYA PRADESH,India,481880,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,K V S,https://dindori.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000080,2026-08-25
1000081,54142,KENDRIYA VIDYALAYA,"GARHA, GOVT. PRE-METRIC TRIBE GIRLS HOSTEL, RANI DURGAWATI GIRLS H.S. SCHOOL CAMPUS, GANGANAGAR, GARHA, JABALPUR,M.P.",JABALPUR,MADHYA PRADESH,India,482003,cbse_2018_dataset,Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,K V S,https://garha.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000081,2026-08-25
1000082,54143,PM SHRI KENDRIYA VIDYALAYA,"SHEOPUR, BEHIND COLLECTORATE, SHIVPURI ROAD, SHEOPUR, MADHYA PRADESH",SHEOPUR,MADHYA PRADESH,India,476337,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,K V S,https://sheopur.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000082,2026-08-25
1000083,54144,PM SHRI KENDRIYA VIDYALAYA,"NEAR DIET, PANNA, MADHYA PRADESH",PANNA,MADHYA PRADESH,India,488001,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,K V S,,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000083,2026-08-25
1000084,54145,PM SHRI KENDRIYA VIDYALAYA,"BARWANI, MODEL SCHOOL CAMPUS, BARWANI, MADHYA PRADESH",BARWANI,MADHYA PRADESH,India,451551,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,K V S,https://badwani.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000084,2026-08-25
1000085,54146,PM SHRI KENDRIYA VIDYALAYA MALANJKHAND,"MALANJKHAND, HCL-MCP TOWN SHIP, TEHSIL-BAIHAR, DISTT. BALAGHAT, M.P.",BALAGHAT,MADHYA PRADESH,India,481116,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://httphttps://malanjkhand.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000085,2026-08-25
1000086,54147,PM SHRI KENDRIYA VIDYALAYA DATIA,JHANSI ROAD DATIA,DATIA,MADHYA PRADESH,India,475661,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://datia.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000086,2026-08-25
1000087,54148,KENDRIYA VIDYALAYA,"OPP. S.P. BUNGALOW, CIVIL LINES, UMARIA, MADHYA PRADESH",UMARIA,MADHYA PRADESH,India,484661,cbse_2018_dataset,Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,K V S,http://www.umaria.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000087,2026-08-25
1000088,54149,PM SHRI KENDRIYA VIDYALAYA CRPF BANGRASIA,"CRPF BANGRASIA, BHOPAL, MADHYA PRADESH",BHOPAL,MADHYA PRADESH,India,462045,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://crpfbangrasia.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000088,2026-08-25
1000089,54150,PM SHRI KENDRIYA VIDYALAYA,"AT OLD SUBHASH SCHOOL CAMPUS, KOTHI BAZAR, BETUL, MADHYA PRADESH",BETUL,MADHYA PRADESH,India,460001,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://betul.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000089,2026-08-25
100009,59306,PM SHRI KENDRIYA VIDYALAYA NO I SRIVIJAYANAGAR,SRI VIJAY NAGAR 104 AREA INDUSTRIAL ESTATE VISAKHAPATNAM ANDHRA PRADESH,VISAKHAPATNAM,ANDHRA PRADESH,India,530007,board,Senior Secondary Level,2022-04-01,2027-03-31T00:00:00.000Z,KV,ENGLISH,CO-EDUCATIONAL,1974,KENDRIYA VIDYALAYA SANGATHAN,https://no1srivijayanagar.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/100009,2026-08-25
1000090,54151,PM SHRI KENDRIYA VIDYALAYA,"DIET CAMPUS, SAGAR ROAD, RAISEN, MADHYA PRADESH",RAISEN,MADHYA PRADESH,India,464551,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://raisen.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000090,2026-08-25
1000091,54152,KENDRIYA VIDYALAYA,"HARDA, KASHI BAI KANYASHALA, HARDA, MADHYA PRADESH",HARDA,MADHYA PRADESH,India,461331,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://harda.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000091,2026-08-25
1000092,54153,PM SHRI KENDRIYA VIDYALAYA NO 2,"OLD PLYTECHNIC BHAWAN, CIVIL LINES, SATNA, MADHYA PRADESH",SATNA,MADHYA PRADESH,India,110087,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://no2satna.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000092,2026-08-25
1000093,54154,PM SHRI KENDRIYA VIDYALAYA NO-2,"KENDRIYA VIDYALAYA NO2 CHHINDWARA, IMLIKHEDA CROSSING SEONI BYPASS, CHHINDWARA",CHHINDWARA,MADHYA PRADESH,India,480001,cbse_2018_dataset,Senior Secondary Level,,,GOVT,ENGLISH,CO-EDUCATIONAL,,NAVODAYA VIDYALAYA SAMITI,http://www.no2chhindwara.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000093,2026-08-25
1000094,54155,PM SHRI KENDRIYA VIDYALAYA TIKAMGARH,"C/O MUNCIPALITY COUNCIL OF TIKAMGARH, MADHYA PRADESH",TIKAMGARH,MADHYA PRADESH,India,472001,cbse_2018_dataset,Senior Secondary Level,,,GOVT,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,http://www.tikamgarh.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000094,2026-08-25
1000095,54156,PM SHRI KENDRIYA VIDYALAYA,"BURHANPUR, NEAR COLLECTOR OFFICE, RAVER ROAD, DT. BURHANPUR, MADHYA PRADESH-450 331",BURHANPUR,MADHYA PRADESH,India,450221,cbse_2018_dataset,Senior Secondary Level,,,GOVT,ENGLISH,CO-EDUCATIONAL,,K V S,https://burhanpur.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000095,2026-08-25
1000096,54157,PM SHRI KENDRIYA VIDYALAYA,"CHOURAI SOYA BEAN PLANT, PALATWARA, P.D MARKAHAHANDI",CHHINDWARA,MADHYA PRADESH,India,841233,cbse_2018_dataset,Senior Secondary Level,,,KVS,ENGLISH,CO-EDUCATIONAL,,KENDRIYA VIDYALAYA SANGATHAN,https://chaurai.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000096,2026-08-25
1000097,54158,"KENDRIYA VIDYALAYA,","IGNTU CAMPUS, LALPUR, AMARKANTAK, DISTT. ANUPPUR, MADHYA PREDESH-484886",ANUPPUR,MADHYA PRADESH,India,484886,board,Senior Secondary Level,,,,,,,,https://amarkantak.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000097,2026-08-25
1000098,54159,PM SHRI KENDRIYA VIDYALAYA BSF ACADEMY TEKANPUR,KENDRIYA VIDYALAYA BSF ACADEMY TEKANPUR POST OFFICE:- TEKANPUR DISTT:- GWALIOR (M.P.),GWALIOR,MADHYA PRADESH,India,475005,board,Senior Secondary Level,2027-04-01,2032-03-31T00:00:00.000Z,KV,,,2016,KVS,https://bsftekanpur.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000098,2026-08-25
1000099,54160,PM SHRI KENDRIYA VIDYALAYA KASRAWAD,"GOVT GIRLS HIGHER SECONDARY SCHOOL INDE ROAD KASRAWAD KASRAWAD MADHYA PRADESH ,KHARGONE, 451228",KHARGONE,MADHYA PRADESH,India,451228,board,Senior Secondary Level,,,,,,,,http://www.kasrawad.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000099,2026-08-25
1000100,51133,PM SHRI KENDRIYA VIDYALAYA PANDHURNA,"NAGAR PALIKA BOARDING BHAWAN, PANDHURNA",CHHINDWARA,MADHYA PRADESH,India,480334,board,Senior Secondary Level,2027-04-01,2032-03-31T00:00:00.000Z,KV,,,2016,"KENDRIYA VIDYALAYA SANGATHAN, NEW DELHI",https://pandhurna.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000100,2026-08-25
1000102,51121,PM SHRI KENDRIYA VIDYALAYA JAMAI,"KENDRIYA VIDYALAYA JAMAI, HANOTIYA ROAD , NEAR GOVT. ITI COLLEGE, TEH- JUNNARDEO",CHHINDWARA,MADHYA PRADESH,India,480551,board,Senior Secondary Level,2024-04-01,2029-03-31T00:00:00.000Z,KV,,,2016,,https://jamai.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000102,2026-08-25
1000103,51132,PM SHRI KENDRIYA VIDYALAYA GANJ BASODA,"Kendriya Vidyalaya , Semra Road, Mahagaur, Ganj Basoda",VIDISHA,MADHYA PRADESH,India,464221,board,Senior Secondary Level,2024-04-01,2029-03-31T00:00:00.000Z,KV,,,2017,"Commissioner , Kendriya Vidyalaya Sangathan",https://ganjbasoda.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000103,2026-08-25
1000104,54162,PM SHRI KENDRIYA VIDYALAYA DABRA,"SIMARIYATAAL, ANANT PAITH, DABRA",GWALIOR,MADHYA PRADESH,India,475110,board,Senior Secondary Level,2024-04-01,2029-03-31T00:00:00.000Z,KV,,,2017,"KENDRIYA VIDYALAYA SANGATHAN, NEW DELHI",https://dabra.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000104,2026-08-25
1000105,54163,KENDRIYA VIDYALAYA AMBAH,KENDRIYA VIDYALAYA AMBAH C/O EXCELLENCE SCHOOL KHAJURI ROAD AMBAH DIST. MORENA PIN-476111,MORENA,MADHYA PRADESH,India,476111,board,Secondary Level,,,,,,,,https://ambah.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000105,2026-08-25
1000106,54165,KENDRIYA VIDYALAYA HATTA NAGAR,"KV HATTA NAGAR, NEAR JNV, MODEL SCHOOL BUILDING,DISTT. DAMOH(M.P.),470775",DAMOH,MADHYA PRADESH,India,470775,board,Senior Secondary Level,,,,,,,,https://hattanagar.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000106,2026-08-25
1000107,54164,KENDRIYA VIDYALAYA NO-2 NEEMUCH,"KENDRIYA VIDYALAYA NO-2 NEEMUCH, BEHIND DISTRICT JAIL, GRAM- KANAWATI DIST- NEEMUCH. MADHYAPRADESH",NEEMUCH,MADHYA PRADESH,India,458441,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,KV,,,2017,KENDRIYA VIDYALAYA SANGATHAN,http://www.no2neemuch.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000107,2026-08-25
100012,59304,PM SHRI KENDRIYA VIDYALAYA,WALTAIR THATICHETLAPALEM VISAKHAPATNAM ANDHRA PRADESH,VISAKHAPATNAM,ANDHRA PRADESH,India,530016,board,Senior Secondary Level,2024-04-01,2029-03-31T00:00:00.000Z,KV,ENGLISH,CO-EDUCATIONAL,1980,KENDRIYA VIDYALAYA SANGATHAN,https://waltair.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/100012,2026-08-25
100014,59301,PM SHRI KENDRIYA VIDYALAYA,NALLAPADU GUNTUR ANDHRA PRADESH,GUNTUR,ANDHRA PRADESH,India,522005,board,Senior Secondary Level,2022-04-01,2027-03-31T00:00:00.000Z,KV,ENGLISH,CO-EDUCATIONAL,1980,KENDRIYA VIDYALAYA SANGATHAN,https://guntur.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/100014,2026-08-25
100015,59305,PM SHRI KENDRIYA VIDYALAYA NO. I NAUSENABAUGH,NAUSENABAUGH P.O.GANDHIGRAM VISAKHAPATNAM ANDHRA PRADESH,VISAKHAPATNAM,ANDHRA PRADESH,India,530005,board,Senior Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,KV,ENGLISH,CO-EDUCATIONAL,1979,KENDRIYA VIDYALAYA SANGATHAN,,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/100015,2026-08-25
100017,59512,PM SHRI KENDRIYA VIDYALAYA,AFS HAKIMPET SECUNDERABAD ANDHRA PRADESH,KRISHNA,ANDHRA PRADESH,India,500014,board,Senior Secondary Level,2020-04-01,2030-03-31T00:00:00.000Z,KV,ENGLISH,CO-EDUCATIONAL,1983,KENDRIYA VIDYALAYA SANGATHAN,https://hakimpet.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/100017,2026-08-25
100019,59503,PM SHRI KENDRIYA VIDYALAYA,A.F.S. BEGUMPET HYDERABAD ANDHRA PRADESH,HYDERABAD,TELANGANA,India,500011,board,Senior Secondary Level,2019-04-01,2029-03-31T00:00:00.000Z,KV,,,1982,KENDRIYA VIDYALAYA SANGATHAN,http://www.begumpetafs.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/100019,2026-08-25
100020,59309,KENDRIYA VIDYALAYA,VISAKHAPATNAM STEEL PLANT VISAKHAPATNAM ANDHRA PRADESH,VISAKHAPATNAM,ANDHRA PRADESH,India,530032,board,Senior Secondary Level,2022-04-01,2029-03-31T00:00:00.000Z,KV,ENGLISH,CO-EDUCATIONAL,1983,KENDRIYA VIDYALAYA SANGATHAN,https://steelplant.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/100020,2026-08-25
1000200,54200,PM SHRI KENDRIYA VIDYALAYA MULTAI,"PM SHRI KENDRIYA VIDYALAYA MULTAI, MOHI GRAM, NH 47, MULTAI",BETUL,MADHYA PRADESH,India,460661,board,Senior Secondary Level,2024-04-01,2029-03-31T00:00:00.000Z,KV,,,2017,KVS,,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000200,2026-08-25
1000201,54206,PM SHRI KENDRIYA VIDYALAYA CHANDERI,"KENDRIYA VIDYALAYA CHANDERI , PICHHORE BYPASS ROAD , CHANDERI",ASHOKNAGAR,MADHYA PRADESH,India,473446,board,Senior Secondary Level,2024-04-01,2029-03-31T00:00:00.000Z,KV,,,2017,Kendriya Vidyalaya Sangathan,http://www.chanderifathehabad.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000201,2026-08-25
100022,59307,PM SHRI KENDRIYA VIDYALAYA NO.2,104 AREA SRI VIJAYA NAGAR INDUSTRIAL ESTATE VISHAKAPATNAM ANDHRA PRADESH,VISAKHAPATNAM,ANDHRA PRADESH,India,530007,board,Senior Secondary Level,2022-04-01,2027-03-31T00:00:00.000Z,KV,ENGLISH,CO-EDUCATIONAL,1983,KENDRIYA VIDYALAYA SANGATHAN,https://no2srivijayanagar.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/100022,2026-08-25
100024,59314,PM SHRI KENDRIYA VIDYALAYA,PRABHAT NAGAR GUNTAKAL ANANTAPUR DIST ANDHRA PRADESH,ANANTHAPURAMU,ANDHRA PRADESH,India,515801,board,Senior Secondary Level,2027-04-01,2032-03-31T00:00:00.000Z,KV,ENGLISH,CO-EDUCATIONAL,1984,KENDRIYA VIDYALAYA SANGATHAN,https://guntakal.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/100024,2026-08-25
1000252,54257,KENDRIYA VIDYALAYA LAKHNADON,"GOVERNMENT EXCELLENCE SCHOOL CAMPUS, LAKHNADON",SEONI,MADHYA PRADESH,India,480886,board,Senior Secondary Level,2025-04-01,2030-03-31T00:00:00.000Z,KV,,,2018,Kendriya Vidyalaya Sangathan,https://lakhnadon.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000252,2026-08-25
1000253,54258,KENDRIYA VIDYALAYA NO.IV SAGAR (DHSGV),"DR.HARISINGH GAUR VISHWAVIDYALAYA CAMPUS, SAGAR (M.P.) PIN 470003",SAGAR,MADHYA PRADESH,India,470003,board,Secondary Level,,,,,,,,https://sagarno4hsgv.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000253,2026-08-25
1000254,54259,PM SHRI KENDRIYA VIDYALAYA IIT INDORE,"KHANDWA ROAD , SIMROL",INDORE,MADHYA PRADESH,India,453552,board,Senior Secondary Level,2022-04-01,2027-03-31T00:00:00.000Z,KV,,,2020,KVS,https://iitindore.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000254,2026-08-25
1000255,54261,PM SHRI KENDRIYA VIDYALAYA CRPF GROUP CENTRE NAYAGAON,"CRPF GROUP CENTRE PANIHAR, A.B. ROAD GWALIOR (M.P.) 475330",GWALIOR,MADHYA PRADESH,India,475330,board,Senior Secondary Level,,,,,,,,https://crpfnayagaon.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000255,2026-08-25
1000256,54262,KENDRIYA VIDYALAYA ANUPPUR,"INDIRA CHOWK CHETANA NAGAR, ANUPPUR",ANUPPUR,MADHYA PRADESH,India,484224,board,Secondary Level,2023-04-01,2028-03-31T00:00:00.000Z,KV,,,2019,Mrs. PREETI MISHRA (PRINCIPAL KV ANUPPUR),https://anuppur.kvs.ac.in/en/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000256,2026-08-25
1000257,54263,PM SHRI KENDRIYA VIDYALAYA AGAR MALWA,"DARBAR KOTHI, AGAR MALWA",AGAR MALWA,MADHYA PRADESH,India,465441,board,Senior Secondary Level,2025-04-01,2030-03-31T00:00:00.000Z,KV,,,2019,KVS,https://agarmalwa.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000257,2026-08-25
1000258,54264,KENDRIYA VIDYALAYA SHAMGARH,"GANDHINAGAR, SHAMGARH, DISTRICT MANDSAUR, MADHYA PRADESH",MANDSAUR,MADHYA PRADESH,India,458883,board,Senior Secondary Level,2025-04-01,2030-03-31T00:00:00.000Z,KV,,,2019,KENDRIYA VIDYALAYA SANGATHAN,https://shamgarh.kvs.ac.in,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000258,2026-08-25
1000259,54265,KENDRIYA VIDYALAYA ALIRAJPUR M.P.,"VILLAGE - KHADKHADI, ALIRAJPUR M.P.",ALIRAJPUR,MADHYA PRADESH,India,457887,board,Secondary Level,2024-04-01,2029-03-31T00:00:00.000Z,KV,,,2020,KENDRIYA VIDYALAY SANGATHAN,https://alirajpur.kvs.ac.in/,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/1000259,2026-08-25
100027,59311,PM SHRI KENDRIYA VIDYALAYA,AIR FORCE STATION SURYALANKA BAPATLA DISTT. GUNTUR ANDHRA PRADESH,GUNTUR,ANDHRA PRADESH,India,522101,board,Senior Secondary Level,2025-04-01,2031-03-31T00:00:00.000Z,KV,ENGLISH,CO-EDUCATIONAL,1984,KENDRIYA VIDYALAYA SANGATHAN,,https://saras.cbse.gov.in/saras/AffiliatedList/AfflicationDetails/100027,2026-08-25
