centre_number,name,address,district,state,pincode,pincode_source,programmes,school_type,registered_on,website,source_url,captured_on
IA194,Pavna International School,"ALIGARH AGRA HIGHWAY, SASNI, HATHRAS, UTTAR PRADESH 204216, India",HATHRAS,UTTAR PRADESH,204216,board,Early Years / Primary / Lower Secondary / Upper Secondary / Advanced,Day-cum-boarding,2021-10-20,https://pavnaintlschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/pavna-international-school/,2026-08-25
IA195,Mount Dios International School,"opp kala bhairava temple, simhachalam, Old Adavivaram, Visakhapatnam, Andhra Pradesh 530028",VISAKHAPATANAM,ANDHRA PRADESH,530028,board,Primary / Lower Secondary,Fully residential,2022-12-16,https://www.mountdios.com/,https://connectedtot.com/find-a-cambridge-school/Details/mount-dios-international-school/,2026-08-25
IA197,Mayo College Girls' School,"Mayo College Girls' School, Mayo Link Road, Ajmer , Rajasthan, India, 305007",AJMER,RAJASTHAN,305007,board,Lower Secondary / Upper Secondary / Advanced,Fully residential,2022-02-17,http://www.mcgs.ac.in/,https://connectedtot.com/find-a-cambridge-school/Details/mayo-college-girls-school/,2026-08-25
IA198,Hindusthan International School,"Hindusthan International School, City campus, Nava India, Coimbatore, Tamil Nadu, 641028",COIMBATORE,TAMIL NADU,641028,board,Early Years / Primary / Lower Secondary / Upper Secondary / Advanced,"Weekly boarding,Day school",2022-02-15,https://his.ac.in/,https://connectedtot.com/find-a-cambridge-school/Details/hindusthan-international-school/,2026-08-25
IA206,Shishukunj International School,"Bypass Road, Jhalaria, Indore - 452016",INDORE,MADHYA PRADESH,452016,board,Early Years,Day school,2022-03-11,http://www.shishukunj.in/,https://connectedtot.com/find-a-cambridge-school/Details/shishukunj-international-school/,2026-08-25
IA209,Delhi Public School Faridabad,"Delhi Public School,Sector 19 Faridabad , Haryana 121007",FARIDABAD,HARYANA,121007,board,Early Years / Primary / Lower Secondary / Upper Secondary,Day school,2022-01-27,,https://connectedtot.com/find-a-cambridge-school/Details/delhi-public-school-faridabad/,2026-08-25
IA210,International School,"8-1-300/1, old Mumbai Hwy, Shaikpet Flyover Rd, Filmnagar Junction, Hyderabad, Telangana, 500008",HYDERABAD,TELANGANA,500008,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2023-07-20,http://www.internationalschoolshaikpet.com/,https://connectedtot.com/find-a-cambridge-school/Details/international-school/,2026-08-25
IA211,Rawdat Al Quran Al Kareem,"Khatau Mansion, 95G/95K,Block No. 5, 1St Floor, Bhulabhai Desai Road,400026 Mumbai,India",MUMBAI,MAHARASHTRA,400026,board,Primary / Lower Secondary / Upper Secondary / Advanced,,2022-09-14,,https://connectedtot.com/find-a-cambridge-school/Details/rawdat-al-quran-al-kareem/,2026-08-25
IA212,Unicent International School,"APGO's Cooperative HSG Society, Hafeezpet, Hyderabad, Telangana 500049",MEDCHAL MALKAJGIRI,TELANGANA,500049,board,Early Years / Primary,Day school,2023-03-23,https://unicentinternational.in/,https://connectedtot.com/find-a-cambridge-school/Details/unicent-international-school/,2026-08-25
IA213,New Horizon International School,"1st Main Road, Byrathi Village, Bidarahalli, Hobli, Hennur Gardens, Bengaluru, Karnataka 560077",BENGALURU URBAN,KARNATAKA,560077,board,Lower Secondary,Day school,2023-10-10,https://newhorizoninternationalschool.in/,https://connectedtot.com/find-a-cambridge-school/Details/new-horizon-international-school/,2026-08-25
IA214,"Delhi Public School, Kp-V","Plot No 224 & 228 Knowledge Park - V,Greater Noida (West),Uttar Pradesh 203207,India",GAUTAM BUDDHA NAGAR,UTTAR PRADESH,203207,board,Primary / Lower Secondary,,2022-04-29,,https://connectedtot.com/find-a-cambridge-school/Details/delhi-public-school-kp-v/,2026-08-25
IA216,Sparsh Global School,"Hs 01, Sector 20,Greater Noida,Uttar Pradesh 201305,India",GAUTAM BUDDHA NAGAR,UTTAR PRADESH,201305,board,Early Years / Primary / Lower Secondary,,2023-06-30,,https://connectedtot.com/find-a-cambridge-school/Details/sparsh-global-school/,2026-08-25
IA217,Invictus International School,"Silver oak enclave, loharka road, Amritsar 143001",AMRITSAR,PUNJAB,143001,board,Early Years / Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2022-03-08,http://invictusschool.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/invictus-international-school/,2026-08-25
IA219,St. Lawrence International School,"P1,2Nd Main,8Th Cross,Yadavagiri,Mysore 570020,Karnataka,India",MYSURU,KARNATAKA,570020,board,Primary / Lower Secondary / Upper Secondary,Day school,2022-09-09,https://stlawrenceinternationalmysore.com/,https://connectedtot.com/find-a-cambridge-school/Details/st-lawrence-international-school/,2026-08-25
IA225,"New Baldwin International School, T C Palya",,BENGALURU URBAN,KARNATAKA,,,,,,,https://connectedtot.com/find-a-cambridge-school/Details/new-baldwin-international-school-t-c-palya/,2026-08-25
IA227,Ambitus Kinder World,"Ambitus Kinder World Opp. Radisson Hotel, Gachibowli, Hyderabad.",HYDERABAD,TELANGANA,500032,india_post_directory,Early Years,Day school,2022-07-04,https://ambituskinderworld.com/contact-us.html,https://connectedtot.com/find-a-cambridge-school/Details/ambitus-kinder-world/,2026-08-25
IA228,"Delhi Public School, Udaipur","Bhuwana Pratapnagar Bypass,Shobhagpura,Udaipur,Rajasthan 313001,India",UDAIPUR,RAJASTHAN,313001,board,Early Years / Primary / Lower Secondary,,2022-04-12,,https://connectedtot.com/find-a-cambridge-school/Details/delhi-public-school-udaipur/,2026-08-25
IA229,Vasant Valley School,"Sector C, Vasant Kunj, New Delhi 110070",NEW DELHI,DELHI,110070,board,Upper Secondary / Advanced,Day school,2022-04-01,https://www.vasantvalley.org/,https://connectedtot.com/find-a-cambridge-school/Details/vasant-valley-school/,2026-08-25
IA232,"Hindustan International School, Karapakkam","Hindustan International School ,KCG Nagar , Rajiv Gandhi Salai , Karapakam , Chennai 600097, Tamil Nadu , India",CHENNAI,TAMIL NADU,600097,board,Early Years,Day school,2022-05-04,http://www.hindustanschools.in/,https://connectedtot.com/find-a-cambridge-school/Details/hindustan-international-school-karapakkam/,2026-08-25
IA233,"Hindustan International School, Padur","Hindustan International School,Padur,100 Veeraman Road, Dr Kcg Nagar, Chengalpathu Dist, Chennai -603103",CHENGALPATTU,TAMIL NADU,603103,board,Early Years,Day school,2022-05-04,https://hindustanpreschools.in/,https://connectedtot.com/find-a-cambridge-school/Details/hindustan-international-school-padur/,2026-08-25
IA234,Delhi International School Edge,"Sector-18,Dwarka,New Delhi,110075,India",SOUTH WEST,DELHI,110075,board,Early Years / Primary / Lower Secondary,,2022-04-29,,https://connectedtot.com/find-a-cambridge-school/Details/delhi-international-school-edge/,2026-08-25
IA236,Discoveri Oaks International School,"Survey No 610, Ramakrishnapurum,Pedda Amberpet,Hyderabad 501505,Telangana,India",RANGA REDDY,TELANGANA,501505,board,Primary / Lower Secondary,,2023-04-13,http://www.discoverioaks.org/,https://connectedtot.com/find-a-cambridge-school/Details/discoveri-oaks-international-school/,2026-08-25
IA237,Global Indian International School,"Global Indian International School, No 5,6,8, Whitefield Sarjapur Main Road, Gunjur Rd, Heggondahalli Village, Bengaluru, Karnataka 560087",BENGALURU RURAL,KARNATAKA,560087,board,Lower Secondary / Upper Secondary,Day school,2022-08-22,https://bangalore.globalindianschool.org/,https://connectedtot.com/find-a-cambridge-school/Details/global-indian-international-school/,2026-08-25
IA241,Delhi Public School Kollam,"Delhi Public School Kollam, Meeyyanoor, Kollam, Kerala - 691573",KOLLAM,KERALA,691573,board,Early Years,Day school,2022-06-08,http://www.dpskollam.com/,https://connectedtot.com/find-a-cambridge-school/Details/delhi-public-school-kollam/,2026-08-25
IA246,Seth Anandram Jaipuria School,"70, Cantonment,Kanpur 208004,Uttar Pradesh,India",KANPUR NAGAR,UTTAR PRADESH,208004,board,Primary / Lower Secondary,,2023-02-15,,https://connectedtot.com/find-a-cambridge-school/Details/seth-anandram-jaipuria-school-1/,2026-08-25
IA247,Sri Vidyaranya International School,"Sri Sharadadhamam, Velly View,Bandlaguda Jagir,Hyderabad 500086,Telangana,India",RANGA REDDY,TELANGANA,500086,board,Primary,,2023-08-21,,https://connectedtot.com/find-a-cambridge-school/Details/sri-vidyaranya-international-school/,2026-08-25
IA248,Vijaybhoomi Singapore International School-Junior College,"Village Jamrung,Tehsil, Karjat 410201, Maharashtra, India",RAIGAD,MAHARASHTRA,410201,board,Advanced,Fully residential,2023-05-31,https://wwistrichy.com/,https://connectedtot.com/find-a-cambridge-school/Details/vijaybhoomi-singapore-international-school-junior-college/,2026-08-25
IA249,"GD Goenka Public School, Lucknow","Sector B, Sushant Golf City,Shaheed Path,Lucknow,Uttar Pradesh 226030,India",LUCKNOW,UTTAR PRADESH,226030,board,Primary / Lower Secondary,,2023-01-05,,https://connectedtot.com/find-a-cambridge-school/Details/gd-goenka-public-school-lucknow/,2026-08-25
IA253,Lakshmipat Singhania Academy International,"12b Alipore Road,Kolkata 700027,West Bengal,India",KOLKATA,WEST BENGAL,700027,board,Lower Secondary,Day school,2022-12-09,http://lsainternational.net/,https://connectedtot.com/find-a-cambridge-school/Details/lakshmipat-singhania-academy-international/,2026-08-25
IA254,Seth Anandram Jaipuria School,"Sector 14 C, Vasundhara, Ghaziabad , 201012",GHAZIABAD,UTTAR PRADESH,201012,board,Primary / Lower Secondary,Day school,2022-11-08,https://jaipuriaghaziabad.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/seth-anandram-jaipuria-school/,2026-08-25
IA255,Oxford Presentation School,"KP Road, Qasba Baghat, Anantnag 192101",ANANTNAG,JAMMU AND KASHMIR,192101,board,Early Years,Day school,2023-04-03,http://www.oxfordpresentationschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/oxford-presentation-school/,2026-08-25
IA260,KCA St. Francis International School,"Assisi Nagar,P.L. Lokhande Marg,Chembur,Mumbai,Maharashtra-400089",MUMBAI SUBURBAN,MAHARASHTRA,400089,board,Primary / Lower Secondary / Upper Secondary,Day school,2023-09-05,http://www.kcainternationalschool.in/,https://connectedtot.com/find-a-cambridge-school/Details/kca-st-francis-international-school/,2026-08-25
IA261,SRN International School,"SRN Marg, Ram Nagariya Road,Jagatpura,Jaipur,Rajasthan 302025,India",JAIPUR,RAJASTHAN,302025,board,Primary / Lower Secondary,Fully residential,2022-12-23,https://www.srninternational.org/,https://connectedtot.com/find-a-cambridge-school/Details/srn-international-school/,2026-08-25
IA263,"Billabong High International School, Pune","Sadesatara Nali, Malwadi Road,Survey No.170,Hadapsar,Maharashtra,411028,India",PUNE,MAHARASHTRA,411028,board,Lower Secondary,,2022-11-21,,https://connectedtot.com/find-a-cambridge-school/Details/billabong-high-international-school-pune/,2026-08-25
IA267,Delhi Public School Greater Noida,"Delhi Public School, Sector Gamma 2, Greater Noida, Uttar Pradesh 201308",GAUTAM BUDDHA NAGAR,UTTAR PRADESH,201308,board,Early Years,Day school,2022-09-11,http://www.dpsgrnoida.com/,https://connectedtot.com/find-a-cambridge-school/Details/delhi-public-school-greater-noida/,2026-08-25
IA268,Maharani Gayatri Devi Girls School,"Sawai Ram Singh Road, Ajmeri Gate, Jaipur, Rajasthan 302001, India",JAIPUR,RAJASTHAN,302001,board,Primary / Lower Secondary,Day school,2023-02-21,http://www.mgdschooljaipur.com/,https://connectedtot.com/find-a-cambridge-school/Details/maharani-gayatri-devi-girls-school/,2026-08-25
IA269,Amrutvahini's Nido International School,"Amrutvahini's Nido International School, Gunjalwadi Taluka Sangamner, Dist. Ahmednagar, Maharashtra 422605, India",AHMEDNAGAR,MAHARASHTRA,422605,board,Primary / Lower Secondary / Upper Secondary,Day school,2023-01-25,http://www.amrutvahininido.org/,https://connectedtot.com/find-a-cambridge-school/Details/amrutvahinis-nido-international-school/,2026-08-25
IA270,BEYOND 8 - ONLINE,"Nimble Kits Pvt Ltd,Plot 380, Wing Haven Gardens,Karanai,Chennai,600130,India",CHENGALPATTU,TAMIL NADU,600130,board,,,2023-11-24,,https://connectedtot.com/find-a-cambridge-school/Details/beyond-8-online/,2026-08-25
IA271,"The Indian Public School, Madurai","The Indian Public School Sivaganga Rd, Karuppayurani, Tamil Nadu 625020.",MADURAI,TAMIL NADU,625020,board,Early Years / Lower Secondary / Upper Secondary / Advanced,Day Boarding School,2023-08-30,https://tips-madurai.org/,https://connectedtot.com/find-a-cambridge-school/Details/the-indian-public-school-madurai/,2026-08-25
IA272,Little World Learning Centre,"573/3 Napier Town,Jabalpur,Madhya Pradesh 482001,India",JABALPUR,MADHYA PRADESH,482001,board,Early Years,Day school,2023-01-30,,https://connectedtot.com/find-a-cambridge-school/Details/little-world-learning-centre/,2026-08-25
IA273,Adani International School,"Opposite Belvedere Golf & Country Club,Shantigram Near Vaishnodevi Circle ,Sg Highway,Ahmedabad 382 421,Gujarat,India",AHMADABAD,GUJARAT,382421,board,Lower Secondary,,2023-12-05,,https://connectedtot.com/find-a-cambridge-school/Details/adani-international-school/,2026-08-25
IA274,"Sunbeam International, Varuna","Arazi No. 904, Bheem Nagar, Central Jail Road, Sikraul, Varanasi-221002, Uttar Pradesh., Varanasi, Uttar Pradesh, 221002",VARANASI,UTTAR PRADESH,221002,board,Primary / Lower Secondary / Upper Secondary,"Day school,Day-cum-boarding",2022-06-12,https://sunbeamschools.com/school/siv,https://connectedtot.com/find-a-cambridge-school/Details/sunbeam-international-varuna/,2026-08-25
IA275,SelaQui International School,"Chakrata Road, Dehradun-248011, INDIA",DEHRADUN,UTTARAKHAND,248011,board,Lower Secondary / Upper Secondary / Advanced,Fully residential,2023-02-15,https://www.selaqui.org/,https://connectedtot.com/find-a-cambridge-school/Details/selaqui-international-school/,2026-08-25
IA276,Chettinad Hari Shree Vidyalayam,"The Junior Campus: 162, School Road, Rajah Annamalaipuram, Chennai – 600028. The Senior Campus No:20, Srinivasa Avenue Road, Rajah Annamalaipuram, Chennai – 600028.",CHENNAI,TAMIL NADU,600028,board,Early Years / Primary,Day school,2023-01-05,https://www.harishree.org/,https://connectedtot.com/find-a-cambridge-school/Details/chettinad-hari-shree-vidyalayam/,2026-08-25
IA278,Mayoor School Jaipur,"ITS-1, EPIP, Sitapura, Jaipur, Rajasthan 302022, India",JAIPUR,RAJASTHAN,302022,board,Primary / Lower Secondary,Weekly boarding,2023-03-07,http://www.mayoorschooljaipur.org/,https://connectedtot.com/find-a-cambridge-school/Details/mayoor-school-jaipur/,2026-08-25
IA279,"K.R. Mangalam World School, GK-II","S-Block, Greater Kailash-Ii,New Delhi 110048,India",SOUTH,DELHI,110048,board,Early Years / Primary / Lower Secondary,,2022-11-30,,https://connectedtot.com/find-a-cambridge-school/Details/k-r-mangalam-world-school-gk-ii/,2026-08-25
IA282,"Sanjay Ghodawat International School, Belgaum","Shivganga Skating Rink,Om Nagar, Khasbag,Belgaum,Karnataka 590003,India",BELAGAVI,KARNATAKA,590003,board,Primary / Lower Secondary / Upper Secondary,Day school,2023-03-06,http://sgischoolbelagavi.in/,https://connectedtot.com/find-a-cambridge-school/Details/sanjay-ghodawat-international-school-belgaum/,2026-08-25
IA283,Milton Billabong International School,"64/A, Chenganmal Kayar Main Road, Next to Senthavalli Amman Temple, No 22 Thaiyur Village, Kelambakkam, Tamil Nadu 603103",CHENGALPATTU,TAMIL NADU,603103,board,Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2023-02-21,https://www.miltonkelambakkam.com/,https://connectedtot.com/find-a-cambridge-school/Details/milton-billabong-international-school/,2026-08-25
IA284,"Wisdom Wealth International School, Trichy","S F No. 218/1, 223/2, 3rd Sector, Morais City, Trichy, Tamil Nadu 62007, India",TIRUCHIRAPPALLI,TAMIL NADU,,,Primary / Lower Secondary / Upper Secondary,Day school,2023-12-20,http://wwistrichy.com/,https://connectedtot.com/find-a-cambridge-school/Details/wisdom-wealth-international-school-trichy/,2026-08-25
IA288,Summer Fields International School,"Kailash Colony, New Delhi 110048, Delhi, India",SOUTH,DELHI,110048,board,Early Years / Primary / Lower Secondary / Upper Secondary / Advanced,Day school,2022-12-15,https://shorturl.at/kzNU8,https://connectedtot.com/find-a-cambridge-school/Details/summer-fields-school/,2026-08-25
IA290,Vellore International Residential School,"Vellore International Residential School (VIRS) Kayar, Near Kelambakkam, Off OMR, Chennai - 603 110.",CHENGALPATTU,TAMIL NADU,603110,board,Upper Secondary,Fully residential,2023-06-02,https://vischennai.ac.in/,https://connectedtot.com/find-a-cambridge-school/Details/vellore-international-residential-school/,2026-08-25
IA293,People's Public School,"Ayodhya Bypass Rd, Peoples Campus, Bhanpur, Bhopal, Madhya Pradesh 462037",BHOPAL,MADHYA PRADESH,462037,board,Early Years / Lower Secondary / Upper Secondary / Advanced,Weekly boarding,2023-08-02,https://peoplespublicschool.com/,https://connectedtot.com/find-a-cambridge-school/Details/peoples-public-school/,2026-08-25
IA294,Triveni School,"100,101 Ponnagaram compound, Opp Madura Coats, Arapalayam, Madurai 625016, Tamilnadu.",MADURAI,TAMIL NADU,625016,board,Primary / Lower Secondary,Day school,2024-03-06,https://trivenischool.edu.in/,https://connectedtot.com/find-a-cambridge-school/Details/triveni-school/,2026-08-25
IA295,Abacus Montessori School,"3 Thirumalai Nagar Annexe,Iii Main Road, Perungudi,Chennai 600096,Tamil Nadu,India",CHENNAI,TAMIL NADU,600096,board,Early Years / Primary / Lower Secondary,,2023-04-11,http://www.abacusnow.com/,https://connectedtot.com/find-a-cambridge-school/Details/abacus-montessori-school/,2026-08-25
IA299,"Delhi Public School, R.K. Puram","Sector-Xii, R.K.Puram,New Delhi 110022,India",NEW DELHI,DELHI,110022,board,Early Years / Primary / Lower Secondary,,2023-03-07,,https://connectedtot.com/find-a-cambridge-school/Details/delhi-public-school-r-k-puram/,2026-08-25
IA301,Delhi Public School Bulandshahr,"Delhi Public School, Yamunapuram, Bulandshahr, U.P. 203001",BULANDSHAHR,UTTAR PRADESH,203001,board,Primary,Day school,2023-02-17,http://www.%20dpsbulandshahr.com/,https://connectedtot.com/find-a-cambridge-school/Details/delhi-public-school-bulandshahr/,2026-08-25
