cisce_code,name,address,locality,district,state,pincode,pincode_source,courses,classification,gender,on_current_register,latitude,longitude,website,source_url,captured_on
WB279,Disari Public School,"Haldia, Purba Medinipur, West Bengal, 721 654, India",Haldia,Purba Medinipur,West Bengal,721654,board,ICSE / ISC,Day/Boarding,Co-ed.,true,22.5332356,88.3459362,https://www.disaripschool.com,https://locate.cisce.org/,2026-08-25
WB280,Don Bosco Self Employment Research Institute,"Bhattanagar, Howrah, West Bengal, 711 203, India",Bhattanagar,Howrah,West Bengal,711203,board,CVE,Day/Residential,Co-ed.,true,22.6203015,88.3256011,,https://locate.cisce.org/,2026-08-25
WB281,PRAMILA MEMORIAL ADVANCED SCHOOL,"Kolkata, Kolkata, West Bengal, 700 059, India",Kolkata,Kolkata,West Bengal,700059,board,ICSE / ISC,Day,Co-ed.,true,22.6114813,88.4226372,https://www.pramilamemorial.org,https://locate.cisce.org/,2026-08-25
WB283,Sunrise School,"DARJEELING, Darjeeling, West Bengal, 734 105, India",DARJEELING,Darjeeling,West Bengal,734105,board,ICSE / ISC,Day,Co-ed.,true,27.0506258,88.2772946,,https://locate.cisce.org/,2026-08-25
WB284,Mahavir Institute Of Education And Research,"Kolkata, Kolkata, West Bengal, 700 014 , India",Kolkata,Kolkata,West Bengal,700014,board,ICSE / ISC,Day,Co-ed.,true,22.5621006,88.3715685,https://www.mahavirschool.com,https://locate.cisce.org/,2026-08-25
WB285,Harvard House High School,"Kolkata, Kolkata, West Bengal, 700 046, India",Kolkata,Kolkata,West Bengal,700046,board,ICSE / ISC,Day,Boys,true,22.5522837,88.3868719,,https://locate.cisce.org/,2026-08-25
WB286,Assembly Of Angels Secondary School,"Kolkata, North 24 Parganas, West Bengal, 700 120, India",Kolkata,North 24 Parganas,West Bengal,700120,board,ICSE / ISC,Day,Co-ed.,true,22.7652615,88.3535931,https://assemblyofangels.org,https://locate.cisce.org/,2026-08-25
WB287,St. Mary's English School,"Ranaghat, Nadia, West Bengal, 741 201, India",Ranaghat,Nadia,West Bengal,741201,board,ICSE / ISC,Day,Co-ed.,true,23.1882193,88.5589473,https://www.stmarysenglishschool.org,https://locate.cisce.org/,2026-08-25
WB288,Lyceum English Medium School,"Howrah, Howrah, West Bengal, 711 109, India",Howrah,Howrah,West Bengal,711109,board,ICSE / ISC,Day,Co-ed.,true,22.5634345,88.2968114,https://www.lyceumengmedschool.com,https://locate.cisce.org/,2026-08-25
WB289,Oxford High School,"Podrah, Howrah, West Bengal, 711 109, India",Podrah,Howrah,West Bengal,711109,board,ICSE / ISC,Day,Co-ed.,true,22.5665528,88.2755381,,https://locate.cisce.org/,2026-08-25
WB290,National Public School,"Kolkata, Kolkata, West Bengal, 700 053, India",Kolkata,Kolkata,West Bengal,700053,board,ICSE / ISC,Day,Co-ed.,true,22.4917585,88.3377821,,https://locate.cisce.org/,2026-08-25
WB291,Sarwan Memorial School,"Jalpaiguri, Jalpaiguri, West Bengal, 735 202, India",Jalpaiguri,Jalpaiguri,West Bengal,735202,board,ICSE / ISC,Day,Co-ed.,true,26.7945527,89.0305764,,https://locate.cisce.org/,2026-08-25
WB292,Grace English School,"Kalimpong, Darjeeling, West Bengal, 734 311, India",Kalimpong,Darjeeling,West Bengal,734311,board,ICSE / ISC,Day,Co-ed.,true,27.1460749,88.6506241,https://www.graceans.blogspot.in,https://locate.cisce.org/,2026-08-25
WB293,Welland Gouldsmith School,"Kolkata, Kolkata, West Bengal, 700 094, India",Kolkata,Kolkata,West Bengal,700094,board,ICSE / ISC,Day,Co-ed.,true,22.4698406,88.3866814,https://www.wgskolkata.com,https://locate.cisce.org/,2026-08-25
WB294,Delhi Public School,"Kolkata, Kolkata, West Bengal, 700 156, India",Kolkata,Kolkata,West Bengal,700156,board,ICSE / ISC,Day,Co-ed.,true,22.5594073,88.5072505,,https://locate.cisce.org/,2026-08-25
WB295,Our Lady Queen Of The Missions School,"Kolkata, Kolkata, West Bengal, 700 106, India",Kolkata,Kolkata,West Bengal,700106,board,ICSE / ISC,Day,Girls,true,22.5735836,88.4169292,https://www.qmssaltlake.org,https://locate.cisce.org/,2026-08-25
WB296,Rishi Aurobindo Memorial Academy,"Kolkata, Kolkata, West Bengal, 700 028, India",Kolkata,Kolkata,West Bengal,700028,board,ICSE / ISC,Day,Co-ed.,true,22.6434681,88.4231519,https://www.rama.org.in,https://locate.cisce.org/,2026-08-25
WB298,Devaki Memorial School,"Kolkata, North 24 Parganas, West Bengal, 700 135, India",Kolkata,North 24 Parganas,West Bengal,700135,board,ICSE / ISC,Day,Co-ed.,true,22.6163557,88.4691414,,https://locate.cisce.org/,2026-08-25
WB299,Purushottam Bhagchandka Academic School,"Kolkata, Kolkata, West Bengal, 700 041, India",Kolkata,Kolkata,West Bengal,700041,board,ICSE / ISC,Day,Co-ed.,true,22.4882254,88.3386144,https://www.pbacademic.com,https://locate.cisce.org/,2026-08-25
WB300,Marian Co-educational School,"Kolkata, Kolkata, West Bengal, 700 039, India",Kolkata,Kolkata,West Bengal,700039,board,ICSE / ISC,Day,Co-ed.,true,22.5240629,88.3940532,,https://locate.cisce.org/,2026-08-25
WB301,St. Xavier's School,"Siliguri, Jalpaiguri, West Bengal, 734 001, India",Siliguri,Jalpaiguri,West Bengal,734001,board,ICSE / ISC,Day,Co-ed.,true,26.7398083,88.4347486,,https://locate.cisce.org/,2026-08-25
WB302,Alphonsa School,"Siliguri, Darjeeling, West Bengal, 734 012, India",Siliguri,Darjeeling,West Bengal,734012,board,ICSE,Day,Co-ed.,true,26.6925495,88.3845786,https://alphonsaschoolkalamjote.com,https://locate.cisce.org/,2026-08-25
WB303,Abbot Shishu Hall,"HOOGHLY, Hooghly, West Bengal, 712 103, India",HOOGHLY,Hooghly,West Bengal,712103,board,ICSE / ISC,Day,Co-ed.,true,22.896256,88.2461183,https://abbotshishuhall,https://locate.cisce.org/,2026-08-25
WB304,Welkin National School,"Kolkata, South 24 Parganas, West Bengal, 700 144, India",Kolkata,South 24 Parganas,West Bengal,700144,board,ICSE / ISC,Day,Co-ed.,true,22.3475252,88.4382682,,https://locate.cisce.org/,2026-08-25
WB305,St. Claret School,"Kolkata, North 24 Parganas, West Bengal, 700 121, India",Kolkata,North 24 Parganas,West Bengal,700121,board,ICSE / ISC,Day,Co-ed.,true,22.5743545,88.3628734,https://www.stclaretkolkata.com,https://locate.cisce.org/,2026-08-25
WB306,Carmel School,"Kolkata, South 24 Parganas, West Bengal, 700 137, India",Kolkata,South 24 Parganas,West Bengal,700137,board,ICSE / ISC,Day,Co-ed.,true,22.4893344,88.2058904,https://carmelsarangabad.com,https://locate.cisce.org/,2026-08-25
WB307,El-Bethel School,"Kolkata, Kolkata, West Bengal, 700 104, India",Kolkata,Kolkata,West Bengal,700104,board,ICSE / ISC,Day,Co-ed.,true,22.4588896,88.3023537,https://www.el-bethel.org.in,https://locate.cisce.org/,2026-08-25
WB308,Burdwan Holy Child School,"Burdwan, Purba Bardhaman, West Bengal, 713 101, India",Burdwan,Purba Bardhaman,West Bengal,713101,board,ICSE / ISC,Day,Co-ed.,true,23.2433322,87.880618,https://bwnholychildschool.org,https://locate.cisce.org/,2026-08-25
WB309,Saint Paul's School,"Paharpur, Jalpaiguri, West Bengal, 735 121, India",Paharpur,Jalpaiguri,West Bengal,735121,board,ICSE / ISC,Day,Co-ed.,true,26.5941599,88.6706378,https://saintpaulsschooljalpaiguri.org,https://locate.cisce.org/,2026-08-25
WB310,Lions Calcutta ( Greater ) Vidya Mandir,"Kolkata, Kolkata, West Bengal, 700 149, India",Kolkata,Kolkata,West Bengal,700149,board,ICSE / ISC,Day,Co-ed.,true,22.591878,88.4076475,https://www.lionsvidyamandir.in,https://locate.cisce.org/,2026-08-25
WB311,The Aryans School,"Kolkata, Kolkata, West Bengal, 700 058, India",Kolkata,Kolkata,West Bengal,700058,board,ICSE / ISC,Day,Co-ed.,true,22.6773036,88.3772397,,https://locate.cisce.org/,2026-08-25
WB312,St. Francis School,"Kolkata, North 24 Parganas, West Bengal, 743 704, India",Kolkata,North 24 Parganas,West Bengal,743704,board,ICSE / ISC,Day/Boarding,Co-ed.,true,22.7518794,88.5178877,https://stfrancisschoolguma.in,https://locate.cisce.org/,2026-08-25
WB313,S.l. Bajoria Foundation High School,"Sanjua, South 24 Parganas, West Bengal, 743 377, India",Sanjua,South 24 Parganas,West Bengal,743377,board,ICSE / ISC,Day,Co-ed.,true,22.3952488,88.223754,https://www.slbfhighschool.com,https://locate.cisce.org/,2026-08-25
WB314,Nopany High,"Kolkata, Kolkata, West Bengal, 700 006, India",Kolkata,Kolkata,West Bengal,700006,board,ICSE / ISC,Day,Co-ed.,true,22.5743545,88.3628734,https://www.nopanyhigh.com,https://locate.cisce.org/,2026-08-25
WB315,Auxilium Convent School,"Siliguri, Jalpaiguri, West Bengal, 734 001, India",Siliguri,Jalpaiguri,West Bengal,734001,board,ICSE / ISC,Day,Co-ed.,true,26.7373778,88.4342567,https://www.acssiliguri.com,https://locate.cisce.org/,2026-08-25
WB316,Shaw Public School,"Kolkata, Kolkata, West Bengal, 700 034, India",Kolkata,Kolkata,West Bengal,700034,board,ICSE / ISC,Day,Girls,true,22.4933959,88.3113737,https://spskolkata.com,https://locate.cisce.org/,2026-08-25
WB317,St. Teresa's School,"Bolpur, Birbhum, West Bengal, 731 235, India",Bolpur,Birbhum,West Bengal,731235,board,ICSE / ISC,Day,Co-ed.,true,23.6838448,87.7033356,,https://locate.cisce.org/,2026-08-25
WB318,New Age Public School,"CHAMPAPUKUR, North 24 Parganas, West Bengal, 743 291, India",CHAMPAPUKUR,North 24 Parganas,West Bengal,743291,board,ICSE / ISC,Day,Co-ed.,true,22.6703745,88.8478819,,https://locate.cisce.org/,2026-08-25
WB319,H. S. Memorial School,"Dankuni, Hooghly, West Bengal, 712 304, India",Dankuni,Hooghly,West Bengal,712304,board,ICSE / ISC,Day,Co-ed.,true,22.6894929,88.2668009,https://www.hsmemorialschool.org,https://locate.cisce.org/,2026-08-25
WB320,Mangalam Vidya Niketan,"Kolkata, Kolkata, West Bengal, 700 136, India",Kolkata,Kolkata,West Bengal,700136,board,ICSE / ISC,Day,Co-ed.,true,22.6351262,88.436137,https://www.mangalamvidyaniketan.in,https://locate.cisce.org/,2026-08-25
WB321,Loreto Day School,"Kolkata, Kolkata, West Bengal, 700 012, India",Kolkata,Kolkata,West Bengal,700012,board,ICSE / ISC,Day,Girls,true,22.5699768,88.3587077,https://www.loretobowbazar.in,https://locate.cisce.org/,2026-08-25
WB322,St. Paul's Academy,"Burdwan, Purba Bardhaman, West Bengal, 713 104, India",Burdwan,Purba Bardhaman,West Bengal,713104,board,ICSE / ISC,Day,Co-ed.,true,23.2229253,87.9310291,https://www.stpaulsacademybwn.org,https://locate.cisce.org/,2026-08-25
WB323,Cygnet Day School,"Bongaon, North 24 Parganas, West Bengal, 743 235, India",Bongaon,North 24 Parganas,West Bengal,743235,board,ICSE / ISC,Day,Co-ed.,true,23.0264765,88.8022842,https://cygnetdayschool.in,https://locate.cisce.org/,2026-08-25
WB325,Apex Academy,"Purba Medinipur, West Bengal, 721 628, India",,Purba Medinipur,West Bengal,721628,board,ICSE / ISC,Day,Co-ed.,true,22.1813597,87.9898205,https://apex-academy.in,https://locate.cisce.org/,2026-08-25
WB326,South City International School,"Kolkata, Kolkata, West Bengal, 700 068, India",Kolkata,Kolkata,West Bengal,700068,board,ICSE / ISC,Day,Co-ed.,true,22.500007,88.3602059,https://www.scis.co.in,https://locate.cisce.org/,2026-08-25
WB327,Vision International School,"Makhla Uttarpara, Hooghly, West Bengal, 712 245, India",Makhla Uttarpara,Hooghly,West Bengal,712245,board,ICSE / ISC,Day,Co-ed.,true,22.6651335,88.3371626,https://www.visioninternationalschool.net,https://locate.cisce.org/,2026-08-25
WB328,Sri Sri Academy,"Kolkata, Kolkata, West Bengal, 700 027, India",Kolkata,Kolkata,West Bengal,700027,board,ICSE / ISC,Day,Co-ed.,true,22.5176091,88.3334959,https://www.ssa.org.in,https://locate.cisce.org/,2026-08-25
WB329,Pailan World School,"Kolkata, Kolkata, West Bengal, 700 104, India",Kolkata,Kolkata,West Bengal,700104,board,ICSE / ISC,Day/Boarding,Co-ed.,true,22.4400924,88.2943171,https://www.pailanworldschool.com,https://locate.cisce.org/,2026-08-25
WB330,Boon English School,"Hamiltonganj, Alipurduar, West Bengal, 735 214, India",Hamiltonganj,Alipurduar,West Bengal,735214,board,ICSE / ISC,Day/Boarding,Co-ed.,true,26.6866236,89.4245609,,https://locate.cisce.org/,2026-08-25
WB331,Ideal Public School,"Kulgachia, Howrah, West Bengal, 711 303, India",Kulgachia,Howrah,West Bengal,711303,board,ICSE / ISC,Day,Co-ed.,true,22.4722857,88.02071,,https://locate.cisce.org/,2026-08-25
WB332,Claret School,"BARDHAMAN, Purba Bardhaman, West Bengal, 713 146, India",BARDHAMAN,Purba Bardhaman,West Bengal,713146,board,ICSE / ISC,Day,Co-ed.,true,23.2250167,88.1479631,https://www.claretsahanagar.com,https://locate.cisce.org/,2026-08-25
WB333,Tamralipta Public School,"Tamluk, Purba Medinipur, West Bengal, 721 636, India",Tamluk,Purba Medinipur,West Bengal,721636,board,ICSE / ISC,Day,Co-ed.,true,22.2927954,87.9144696,,https://locate.cisce.org/,2026-08-25
WB334,Holy Child School,"Kalna, Purba Bardhaman, West Bengal, 713 409, India",Kalna,Purba Bardhaman,West Bengal,713409,board,ICSE / ISC,Day,Co-ed.,true,23.2056489,88.3615713,,https://locate.cisce.org/,2026-08-25
WB335,Greenhill English School,"DARJEELING, Darjeeling, West Bengal, 734 219, India",DARJEELING,Darjeeling,West Bengal,734219,board,ICSE / ISC,Day,Co-ed.,true,26.9605793,88.2724736,,https://locate.cisce.org/,2026-08-25
WB336,St. Claret School,"Bishrail, Dakshin Dinajpur, West Bengal, 733 124, India",Bishrail,Dakshin Dinajpur,West Bengal,733124,board,ICSE / ISC,Day,Co-ed.,true,25.3600749,88.4488677,https://www.stclaretbishrail.com,https://locate.cisce.org/,2026-08-25
WB337,Royal Academy,"Nazarganj, Paschim Medinipur, West Bengal, 721 101, India",Nazarganj,Paschim Medinipur,West Bengal,721101,board,ICSE / ISC,Day,Co-ed.,true,22.4111308,87.3071187,https://www.royalacademy.org.in,https://locate.cisce.org/,2026-08-25
WB338,Glenmore International School,"Darjeeling, Darjeeling, West Bengal, 734 214, India",Darjeeling,Darjeeling,West Bengal,734214,board,ICSE / ISC,Day,Co-ed.,true,26.8852968,88.1827931,,https://locate.cisce.org/,2026-08-25
WB339,Stratford Day School,"Calcutta, North 24 Parganas, West Bengal, 743263, India",Calcutta,North 24 Parganas,West Bengal,743263,board,ICSE / ISC,Day,Co-ed.,true,22.5743545,88.3628734,https://www.stratforddayschool.com,https://locate.cisce.org/,2026-08-25
WB340,St. Paul's School,"Rampurhat, Birbhum, West Bengal, 731 224 , India",Rampurhat,Birbhum,West Bengal,731224,board,ICSE / ISC,Day,Co-ed.,true,24.1140439,87.7990799,https://www.stpaulschoolrph.com,https://locate.cisce.org/,2026-08-25
WB341,Divine Mercy School,"Howrah, Howrah, West Bengal, 711405, India",Howrah,Howrah,West Bengal,711405,board,ICSE / ISC,Day,Co-ed.,true,22.6470872,88.1963885,https://www.divinemercyschool.org,https://locate.cisce.org/,2026-08-25
WB342,Sunrise English Medium School,"Darjeeling, Darjeeling, West Bengal, 734003, India",Darjeeling,Darjeeling,West Bengal,734003,board,ICSE / ISC,Day,Co-ed.,true,26.7676956,88.4182526,,https://locate.cisce.org/,2026-08-25
WB343,M.N.M. Memorial High School,"Sabang, Paschim Medinipur, West Bengal, 721166, India",Sabang,Paschim Medinipur,West Bengal,721166,board,ICSE / ISC,Day,Co-ed.,true,22.2261596,87.5629881,https://mnmmhschool.org,https://locate.cisce.org/,2026-08-25
WB344,Calcutta Public School,"Kolkata, North 24 Parganas, West Bengal, 700 090, India",Kolkata,North 24 Parganas,West Bengal,700090,board,ICSE / ISC,Day,Co-ed.,true,22.6315893,88.3894389,,https://locate.cisce.org/,2026-08-25
WB345,Gurukul Vidya Mandir Secondary School,"Kolkata, Kolkata, West Bengal, 700 104, India",Kolkata,Kolkata,West Bengal,700104,board,ICSE / ISC,Day,Co-ed.,true,22.45335,88.3025204,,https://locate.cisce.org/,2026-08-25
WB346,HOLY ANGELS' SCHOOL,"Katwa, Purba Bardhaman, West Bengal, 713130, India",Katwa,Purba Bardhaman,West Bengal,713130,board,ICSE / ISC,Day,Co-ed.,true,23.6488422,88.1292366,,https://locate.cisce.org/,2026-08-25
WB347,Julien Day School,"Howrah, Howrah, West Bengal, 711 409, India",Howrah,Howrah,West Bengal,711409,board,ICSE / ISC,Day,Co-ed.,true,22.6001854,88.261366,,https://locate.cisce.org/,2026-08-25
WB348,St. Stephen's School,"P.O. Habra, North 24 Parganas, West Bengal, 743263, India",P.O. Habra,North 24 Parganas,West Bengal,743263,board,ICSE / ISC,Day,Co-ed.,true,22.932398,88.7345185,,https://locate.cisce.org/,2026-08-25
WB349,Holy Cross School,"Pandua, Hooghly, West Bengal, 712146, India",Pandua,Hooghly,West Bengal,712146,board,ICSE / ISC,Day,Co-ed.,true,23.0778907,88.2852846,,https://locate.cisce.org/,2026-08-25
WB350,St. Stephen's Academy,"Kalimpong, Darjeeling, West Bengal, 734301, India",Kalimpong,Darjeeling,West Bengal,734301,board,ICSE,Day,Co-ed.,true,27.0207875,88.5633549,https://www.stephensacademy.net/,https://locate.cisce.org/,2026-08-25
WB351,St. Stephen's School,"Kolkata, South 24 Parganas, West Bengal, 700 137, India",Kolkata,South 24 Parganas,West Bengal,700137,board,ICSE / ISC,Day,Co-ed.,true,22.4860391,88.1935314,https://stsbudgebudge.org,https://locate.cisce.org/,2026-08-25
WB352,G E M S Akademia International School,"Kolkata, South 24 Parganas, West Bengal, 700104, India",Kolkata,South 24 Parganas,West Bengal,700104,board,ICSE / ISC,Day/Residential,Co-ed.,true,22.4269154,88.2689628,https://www.gemsakademia.com,https://locate.cisce.org/,2026-08-25
WB353,Brindavan Boarding School,"Mirik, Darjeeling, West Bengal, 734214, India",Mirik,Darjeeling,West Bengal,734214,board,ICSE / ISC,Day/Boarding,Co-ed.,true,26.8853516,88.182838,,https://locate.cisce.org/,2026-08-25
WB354,Magno Vale Academy,"DARJEELING, Darjeeling, West Bengal, 734221, India",DARJEELING,Darjeeling,West Bengal,734221,board,ICSE / ISC,Day/Boarding,Co-ed.,true,26.9966598,88.1666954,,https://locate.cisce.org/,2026-08-25
WB355,Sunshine High School,"Kurseong, Darjeeling, West Bengal, 734203, India",Kurseong,Darjeeling,West Bengal,734203,board,ICSE,Day,Co-ed.,true,26.88275,88.278967,,https://locate.cisce.org/,2026-08-25
WB356,Mountain Heritage Academy,"DARJEELING, Darjeeling, West Bengal, 734102, India",DARJEELING,Darjeeling,West Bengal,734102,board,ICSE / ISC,Day,Co-ed.,true,27.0079648,88.2377438,,https://locate.cisce.org/,2026-08-25
WB357,Holy Family Convent School,"Howrah, Howrah, West Bengal, 711 204, India",Howrah,Howrah,West Bengal,711204,board,ICSE / ISC,Day,Co-ed.,true,22.6170996,88.332412,https://www.holyfamilyliluah.org,https://locate.cisce.org/,2026-08-25
WB359,Mount Carmel School,"Dhupguri, Jalpaiguri, West Bengal, 735 210, India",Dhupguri,Jalpaiguri,West Bengal,735210,board,ICSE / ISC,Day,Co-ed.,true,26.6076272,89.0012007,https://www.mcsdhupguri.com,https://locate.cisce.org/,2026-08-25
WB360,Belda English Medium School,"Belda, Paschim Medinipur, West Bengal, 721424, India",Belda,Paschim Medinipur,West Bengal,721424,board,ICSE / ISC,Day,Co-ed.,true,22.0758421,87.3412438,https://www.beldaenglishmediumschool.in,https://locate.cisce.org/,2026-08-25
WB361,Paramount School,"Kalimpong, Darjeeling, West Bengal, 734301, India",Kalimpong,Darjeeling,West Bengal,734301,board,ICSE,Day,Co-ed.,true,27.0481825,88.4672032,https://www.paramountschoolkpg.org,https://locate.cisce.org/,2026-08-25
WB362,Don Bosco English Medium School,"Berhampore, Murshidabad, West Bengal, 742237, India",Berhampore,Murshidabad,West Bengal,742237,board,ICSE / ISC,Day/Boarding,Co-ed.,true,24.0982607,88.268411,,https://locate.cisce.org/,2026-08-25
WB363,SRI AUROBINDO VIDYABHAWAN,"BALICHAK, Paschim Medinipur, West Bengal, 721124, India",BALICHAK,Paschim Medinipur,West Bengal,721124,board,ICSE / ISC,Day,Co-ed.,true,22.3601451,87.5568898,https://www.sriaurobindovidyabhawan.com,https://locate.cisce.org/,2026-08-25
WB364,The Green View English Academy,"P.S Balurghat, Dakshin Dinajpur, West Bengal, 733102, India",P.S Balurghat,Dakshin Dinajpur,West Bengal,733102,board,ICSE / ISC,Day,Co-ed.,true,25.2164404,88.7710424,,https://locate.cisce.org/,2026-08-25
WB365,Bharat Academy &Sciences,"ULUBERIA, Howrah, West Bengal, 711316, India",ULUBERIA,Howrah,West Bengal,711316,board,ICSE / ISC,Day,Co-ed.,true,22.476861,88.0910964,,https://locate.cisce.org/,2026-08-25
WB366,Don Bosco School,"Oodlabari, Jalpaiguri, West Bengal, 735222, India",Oodlabari,Jalpaiguri,West Bengal,735222,board,ICSE / ISC,Day,Co-ed.,true,26.857848,88.6217225,https://www.donboscooodlabari.com,https://locate.cisce.org/,2026-08-25
